fill date,Site,date of deployment,date of retrieval,numDaysField,initialMass,dryMass,Source_Cond,Site_Cond,Batch,Site,numDaysField,Batch,initialMass,dryMass,Source_Cond,Site_Cond,,,,,,,
27/9/2018,4,9/10/2018,5/11/2018,27,6.23,4.83,wet,wet,W4,4,27,W4,6.23,4.83,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27/9/2018,4,9/10/2018,5/11/2018,27,6.34,5.02,wet,wet,W4,4,27,W4,6.34,5.02,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/9/2018,4,9/10/2018,5/11/2018,27,6,NA,dry,wet,D4,4,27,D4,6,NA,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,4,18/12/2018,15/1/2019,28,6.08,3.98,dry,wet,D8,4,28,D8,6.08,3.98,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,4,18/12/2018,15/1/2019,28,6.02,4.19,dry,wet,D8,4,28,D8,6.02,4.19,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
12/10/2018,4,23/10/2018,20/11/2018,28,6.6,4.19,wet,wet,W5,4,28,W5,6.6,4.19,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,4,18/12/2018,15/1/2019,28,6.02,4.29,dry,wet,D8,4,28,D8,6.02,4.29,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,4,18/12/2018,15/1/2019,28,6.02,4.48,wet,wet,W8,4,28,W8,6.02,4.48,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,4,18/12/2018,15/1/2019,28,6.02,4.54,wet,wet,W8,4,28,W8,6.02,4.54,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11/10/2018,4,23/10/2018,20/11/2018,28,6.02,4.57,dry,wet,D5,4,28,D5,6.02,4.57,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11/10/2018,4,23/10/2018,20/11/2018,28,6.04,4.6,dry,wet,D5,4,28,D5,6.04,4.6,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,4,18/12/2018,15/1/2019,28,6.02,4.87,wet,wet,W8,4,28,W8,6.02,4.87,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
12/10/2018,4,23/10/2018,20/11/2018,28,6.75,4.99,wet,wet,W5,4,28,W5,6.75,4.99,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14/9/2018,4,25/9/2018,20/11/2018,56,6.1,3.94,wet,wet,W3,4,56,W3,6.1,3.94,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14/9/2018,4,25/9/2018,20/11/2018,56,6.01,3.94,wet,wet,W3,4,56,W3,6.01,3.94,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14/9/2018,4,25/9/2018,20/11/2018,56,6.01,3.99,wet,wet,W3,4,56,W3,6.01,3.99,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14/9/2018,4,25/9/2018,20/11/2018,56,6.29,4.07,wet,wet,W3,4,56,W3,6.29,4.07,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17/9/2018,4,25/9/2018,20/11/2018,56,6.01,4.19,dry,wet,D3,4,56,D3,6.01,4.19,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17/9/2018,4,25/9/2018,20/11/2018,56,6.07,4.28,dry,wet,D3,4,56,D3,6.07,4.28,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17/9/2018,4,25/9/2018,20/11/2018,56,6.06,4.47,dry,wet,D3,4,56,D3,6.06,4.47,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17/9/2018,4,25/9/2018,20/11/2018,56,6.11,4.52,dry,wet,D3,4,56,D3,6.11,4.52,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26/10/2018,4,5/11/2018,2/1/2019,58,6.25,4.48,wet,wet,W6,4,58,W6,6.25,4.48,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26/10/2018,4,5/11/2018,2/1/2019,58,6.3,4.74,wet,wet,W6,4,58,W6,6.3,4.74,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/10/2018,4,5/11/2018,2/1/2019,58,6.14,4.76,dry,wet,D6,4,58,D6,6.14,4.76,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26/10/2018,4,5/11/2018,2/1/2019,58,6.32,4.81,wet,wet,W6,4,58,W6,6.32,4.81,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/10/2018,4,5/11/2018,2/1/2019,58,6.25,4.85,dry,wet,D6,4,58,D6,6.25,4.85,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/10/2018,4,5/11/2018,2/1/2019,58,6.39,4.87,dry,wet,D6,4,58,D6,6.39,4.87,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,4,11/9/2018,2/1/2019,113,6.03,4.07,dry,wet,D1,4,113,D1,6.03,4.07,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,4,11/9/2018,2/1/2019,113,6.13,4.1,dry,wet,W2,4,113,D2,6.13,4.1,dry,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,4,11/9/2018,2/1/2019,113,6.38,4.12,dry,wet,D1,4,113,D1,6.38,4.12,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,4,11/9/2018,2/1/2019,113,6,4.17,wet,wet,D1,4,113,W1,6,4.17,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,4,11/9/2018,2/1/2019,113,6.4,4.21,dry,wet,D1,4,113,D1,6.4,4.21,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,4,11/9/2018,2/1/2019,113,6.76,4.21,wet,wet,W2,4,113,W2,6.76,4.21,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,4,11/9/2018,2/1/2019,113,6.2,4.41,wet,wet,D1,4,113,W1,6.2,4.41,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,4,11/9/2018,2/1/2019,113,6.22,4.41,wet,wet,D1,4,113,W1,6.22,4.41,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,4,11/9/2018,2/1/2019,113,6.1,4.48,dry,wet,W2,4,113,D2,6.1,4.48,dry,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,4,11/9/2018,2/1/2019,113,6.38,4.55,wet,wet,W2,4,113,W2,6.38,4.55,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,4,11/9/2018,2/1/2019,113,6.21,4.92,wet,wet,W2,4,113,W2,6.21,4.92,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,4,11/9/2018,2/1/2019,113,6.64,4.98,wet,wet,D1,4,113,W1,6.64,4.98,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,4,11/9/2018,12/2/2019,113,6.79,NA,dry,wet,D1,4,113,D1,6.79,NA,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,4,11/9/2018,2/1/2019,113,6.08,NA,dry,wet,W2,4,113,D2,6.08,NA,dry,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
28/9/2018,4,9/10/2018,3/6/2019,237,6.25,3.58,dry,wet,D4,4,237,D4,6.25,3.58,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27/9/2018,4,9/10/2018,3/6/2019,237,6.04,4.26,wet,wet,W4,4,237,W4,6.04,4.26,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/11/2018,4,4/12/2018,30/7/2019,238,6.24,2.91,dry,wet,D7,4,238,D7,6.24,2.91,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22/11/2018,4,4/12/2018,30/7/2019,238,6.02,2.94,wet,wet,W7,4,238,W7,6.02,2.94,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22/11/2018,4,4/12/2018,30/7/2019,238,6.02,3.07,wet,wet,W7,4,238,W7,6.02,3.07,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
12/10/2018,4,23/10/2018,18/6/2019,238,6.62,3.66,wet,wet,W5,4,238,W5,6.62,3.66,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22/11/2018,4,4/12/2018,30/7/2019,238,6.13,3.79,wet,wet,W7,4,238,W7,6.13,3.79,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/11/2018,4,4/12/2018,30/7/2019,238,6.23,3.81,dry,wet,D7,4,238,D7,6.23,3.81,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11/10/2018,4,23/10/2018,18/6/2019,238,6,4.35,dry,wet,D5,4,238,D5,6,4.35,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/11/2018,4,4/12/2018,30/7/2019,238,6.24,5.01,dry,wet,D7,4,238,D7,6.24,5.01,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10/6/2019,4,18/6/2019,18/2/2020,245,6.07,2.76,dry,wet,D9,4,245,D9,6.07,2.76,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10/6/2019,4,18/6/2019,18/2/2020,245,6.15,2.9,dry,wet,D9,4,245,D9,6.15,2.9,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10/6/2019,4,18/6/2019,18/2/2020,245,6.04,3.48,wet,wet,D9,4,245,W9,6.04,3.48,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
10/6/2019,4,18/6/2019,18/2/2020,245,6,4.17,wet,wet,D9,4,245,W9,6,4.17,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,6,13/12/2018,13/12/2018,0,6.05,4.27,dry,wet,D8,6,0,D8,6.05,4.27,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14/9/2018,6,18/9/2018,18/9/2018,0,6.08,4.81,wet,wet,W3,6,0,W3,6.08,4.81,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,6,13/12/2018,13/12/2018,0,6.03,5.04,wet,wet,W8,6,0,W8,6.03,5.04,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/11/2018,6,29/11/2018,29/11/2019,0,6.28,5.16,dry,wet,D7,6,0,D7,6.28,5.16,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,6,6/9/2018,6/9/2018,0,6.37,5.29,wet,wet,D1,6,0,W1,6.37,5.29,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
10/6/2019,6,11/6/2019,11/6/2019,0,6,5.29,wet,wet,D9,6,0,W9,6,5.29,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
28/10/2018,6,1/11/2018,1/11/2018,0,6.15,5.36,dry,wet,D6,6,0,D6,6.15,5.36,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,6,18/9/2018,18/9/2018,0,6.03,5.39,dry,wet,D2,6,0,D2,6.03,5.39,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22/11/2018,6,29/11/2018,29/11/2019,0,6.07,5.41,wet,wet,W7,6,0,W7,6.07,5.41,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10/6/2019,6,11/6/2019,11/6/2019,0,6.11,5.42,dry,wet,D9,6,0,D9,6.11,5.42,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26/10/2018,6,1/11/2018,1/11/2018,0,6.23,5.47,wet,wet,W6,6,0,W6,6.23,5.47,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,6,18/9/2018,18/9/2018,0,6.28,5.6,wet,wet,D2,6,0,W2,6.28,5.6,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,6,6/9/2018,6/9/2018,0,6.84,6.15,dry,wet,D1,6,0,D1,6.84,6.15,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,6,13/12/2018,10/1/2019,28,6.08,3.91,wet,wet,W8,6,28,W8,6.08,3.91,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,6,13/12/2018,10/1/2019,28,6.09,3.99,dry,wet,D8,6,28,D8,6.09,3.99,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,6,13/12/2018,10/1/2019,28,6.06,4.13,dry,wet,D8,6,28,D8,6.06,4.13,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,6,13/12/2018,10/1/2019,28,6.02,4.18,wet,wet,W8,6,28,W8,6.02,4.18,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11/10/2018,6,18/10/2018,15/11/2018,28,6.03,4.27,dry,wet,D5,6,28,D5,6.03,4.27,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
12/10/2018,6,18/10/2018,15/11/2018,28,6.68,4.39,wet,wet,W5,6,28,W5,6.68,4.39,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/9/2018,6,4/10/2018,1/11/2018,28,6.04,4.43,dry,wet,D4,6,28,D4,6.04,4.43,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
12/10/2018,6,18/10/2018,15/11/2018,28,6.74,4.48,wet,wet,W5,6,28,W5,6.74,4.48,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27/9/2018,6,4/10/2018,1/11/2018,28,6.04,4.56,wet,wet,W4,6,28,W4,6.04,4.56,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27/9/2018,6,4/10/2018,1/11/2018,28,6.06,4.57,wet,wet,W4,6,28,W4,6.06,4.57,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,6,13/12/2018,10/1/2019,28,6.01,4.57,wet,wet,W8,6,28,W8,6.01,4.57,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/9/2018,6,4/10/2018,1/11/2018,28,6.04,4.63,dry,wet,D4,6,28,D4,6.04,4.63,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,6,13/12/2018,10/1/2019,28,6.11,4.64,dry,wet,D8,6,28,D8,6.11,4.64,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11/10/2018,6,18/10/2018,15/11/2018,28,6.2,5.04,dry,wet,D5,6,28,D5,6.2,5.04,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/10/2018,6,1/11/2018,26/12/2018,55,6.21,4.13,dry,wet,D6,6,55,D6,6.21,4.13,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26/10/2018,6,1/11/2018,26/12/2018,55,6.08,4.33,wet,wet,W6,6,55,W6,6.08,4.33,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/10/2018,6,1/11/2018,26/12/2018,55,6.42,4.65,dry,wet,D6,6,55,D6,6.42,4.65,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26/10/2018,6,1/11/2018,26/12/2018,55,6.37,4.77,wet,wet,W6,6,55,W6,6.37,4.77,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26/10/2018,6,1/11/2018,26/12/2018,55,6.33,5.2,wet,wet,W6,6,55,W6,6.33,5.2,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/10/2018,6,1/11/2018,26/12/2018,55,6.45,5.5,dry,wet,D6,6,55,D6,6.45,5.5,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14/9/2018,6,18/9/2018,15/11/2018,58,6.12,3.41,wet,wet,W3,6,58,W3,6.12,3.41,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14/9/2018,6,18/9/2018,15/11/2018,58,6,3.68,wet,wet,W3,6,58,W3,6,3.68,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14/9/2018,6,18/9/2018,15/11/2018,58,6.15,3.91,wet,wet,W3,6,58,W3,6.15,3.91,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17/9/2018,6,18/9/2018,15/11/2018,58,6.15,3.95,dry,wet,D3,6,58,D3,6.15,3.95,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17/9/2018,6,18/9/2018,15/11/2018,58,6.01,4.09,dry,wet,D3,6,58,D3,6.01,4.09,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17/9/2018,6,18/9/2018,15/11/2018,58,6.06,4.27,dry,wet,D3,6,58,D3,6.06,4.27,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17/9/2018,6,18/9/2018,15/11/2018,58,6.13,4.53,dry,wet,D3,6,58,D3,6.13,4.53,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14/9/2018,6,18/9/2018,15/11/2018,58,6.08,4.74,wet,wet,W3,6,58,W3,6.08,4.74,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,6,6/9/2018,26/12/2018,111,6.1,3.09,dry,wet,D1,6,111,D1,6.1,3.09,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,6,6/9/2018,26/12/2018,111,6.06,3.35,wet,wet,D1,6,111,W1,6.06,3.35,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,6,6/9/2018,26/12/2018,111,6.33,3.83,dry,wet,D1,6,111,D1,6.33,3.83,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,6,6/9/2018,26/12/2018,111,6.52,4.01,dry,wet,D1,6,111,D1,6.52,4.01,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,6,6/9/2018,26/12/2018,111,6,4.18,wet,wet,D1,6,111,W1,6,4.18,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,6,6/9/2018,26/12/2018,111,6,4.3,wet,wet,D1,6,111,W1,6,4.3,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,6,6/9/2018,26/12/2018,111,6.14,4.54,dry,wet,D1,6,111,D1,6.14,4.54,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3/9/2018,6,6/9/2018,26/12/2018,111,6.03,4.62,wet,wet,D1,6,111,W1,6.03,4.62,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,6,18/9/2018,10/1/2019,114,6,3.94,dry,wet,D2,6,114,D2,6,3.94,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,6,18/9/2018,10/1/2019,114,6.05,4.17,wet,wet,D2,6,114,W2,6.05,4.17,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,6,18/9/2018,10/1/2019,114,6.01,4.3,dry,wet,D2,6,114,D2,6.01,4.3,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,6,18/9/2018,10/1/2019,114,6.09,4.41,wet,wet,D2,6,114,W2,6.09,4.41,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,6,18/9/2018,10/1/2019,114,6.18,4.51,dry,wet,D2,6,114,D2,6.18,4.51,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,6,18/9/2018,10/1/2019,114,6.15,4.74,wet,wet,D2,6,114,W2,6.15,4.74,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
22/11/2018,6,29/11/2018,23/7/2019,236,6.03,1.84,wet,wet,W7,6,236,W7,6.03,1.84,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/11/2018,6,29/11/2018,23/7/2019,236,6.41,2.07,dry,wet,D7,6,236,D7,6.41,2.07,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/11/2018,6,29/11/2018,23/7/2019,236,6.38,2.76,dry,wet,D7,6,236,D7,6.38,2.76,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11/10/2018,6,18/10/2018,11/6/2019,236,6.08,2.78,dry,wet,D5,6,236,D5,6.08,2.78,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22/11/2018,6,29/11/2018,23/7/2019,236,6,2.83,wet,wet,W7,6,236,W7,6,2.83,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
12/10/2018,6,18/10/2018,11/6/2019,236,6.79,2.93,wet,wet,W5,6,236,W5,6.79,2.93,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22/11/2018,6,29/11/2018,23/7/2019,236,6.03,3.53,wet,wet,W7,6,236,W7,6.03,3.53,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/11/2018,6,29/11/2018,23/7/2019,236,6.4,3.96,dry,wet,D7,6,236,D7,6.4,3.96,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/9/2018,6,4/10/2018,11/6/2019,250,6.12,2.62,dry,wet,D4,6,250,D4,6.12,2.62,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27/9/2018,6,4/10/2018,11/6/2019,250,6.02,3.13,wet,wet,W4,6,250,W4,6.02,3.13,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10/6/2019,6,11/6/2019,20/2/2020,254,6.09,2.4,dry,wet,D9,6,254,D9,6.09,2.4,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10/6/2019,6,11/6/2019,20/2/2020,254,6.03,2.76,wet,wet,D9,6,254,W9,6.03,2.76,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
10/6/2019,6,11/6/2019,20/2/2020,254,6.01,3.63,wet,wet,D9,6,254,W9,6.01,3.63,wet,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
10/6/2019,6,11/6/2019,20/2/2020,254,6.17,3.65,dry,wet,D9,6,254,D9,6.17,3.65,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,9,13/12/2018,13/12/2018,0,6.01,4.32,dry,wet,D8,9,0,D8,6.01,4.32,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
12/10/2018,9,18/10/2018,18/10/2018,0,6.89,4.78,wet,wet,W5,9,0,W5,6.89,4.78,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,9,13/12/2018,13/12/2018,0,6.07,5.07,wet,wet,W8,9,0,W8,6.07,5.07,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11/10/2018,9,18/10/2018,18/10/2018,0,6.08,5.24,dry,wet,D5,9,0,D5,6.08,5.24,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/9/2018,9,4/10/2018,4/10/2018,0,6.13,5.29,dry,wet,D4,9,0,D4,6.13,5.29,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27/9/2018,9,4/10/2018,4/10/2018,0,6.02,5.43,wet,wet,W4,9,0,W4,6.02,5.43,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,9,18/9/2018,18/9/2018,0,6.08,5.45,dry,wet,W2,9,0,D2,6.08,5.45,dry,wet,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
8/9/2018,9,18/9/2018,18/9/2018,0,6.36,5.75,wet,wet,W2,9,0,W2,6.36,5.75,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,9,13/12/2018,10/1/2019,28,6.03,3.85,wet,wet,W8,9,28,W8,6.03,3.85,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,9,13/12/2018,10/1/2019,28,6.01,4.12,dry,wet,D8,9,28,D8,6.01,4.12,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,9,13/12/2018,10/1/2019,28,6.06,4.13,wet,wet,W8,9,28,W8,6.06,4.13,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11/10/2018,9,18/10/2018,15/11/2018,28,6.21,4.27,dry,wet,D5,9,28,D5,6.21,4.27,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,9,13/12/2018,10/1/2019,28,6.05,4.3,dry,wet,D8,9,28,D8,6.05,4.3,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7/12/2018,9,13/12/2018,10/1/2019,28,6.03,4.3,dry,wet,D8,9,28,D8,6.03,4.3,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
12/10/2018,9,18/10/2018,15/11/2018,28,6.41,4.34,wet,wet,W5,9,28,W5,6.41,4.34,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/9/2018,9,4/10/2018,1/11/2018,28,6.01,4.45,dry,wet,D4,9,28,D4,6.01,4.45,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28/9/2018,9,4/10/2018,1/11/2018,28,6.09,4.56,dry,wet,D4,9,28,D4,6.09,4.56,dry,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8/12/2018,9,13/12/2018,10/1/2019,28,6.07,4.59,wet,wet,W8,9,28,W8,6.07,4.59,wet,wet,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
